id,title,category,aliasList,positionList,url
656,"Industriebetriebslehre und Industrielle Produktion (IIP), Institut für",institute,[],"['49.02144', '8.36683']",http://www.iip.kit.edu
657,"Produktentwicklung (IPEK), Institut für",institute,[],"['49.00937', '8.41428']",http://www.ipek.kit.edu
658,"Technische Chemie und Polymerchemie, Institut für",institute,[],"['49.01079', '8.41405']",http://www.itcp.kit.ed
659,"Anorganische Chemie, Institut für",institute,[],"['49.01140', '8.41380']",http://www.aoc.kit.edu
661,"Theoretische Festkörperphysik, Institut für",institute,[],"['49.01293', '8.41110']",http://www.tfp.kit.edu/
663,"Entwerfen und Bautechnik, Institut",institute,[],"['49.01111', '8.41109']",http://www.arch.kit.edu/institute/ieb.php
664,"Entrepreneurship, Technologie-Management und Innovation (EnTechnon), Institut für",institute,[],"['49.00906', '8.41030']",https://www.entechnon.kit.edu
666,"Technische Informatik (ITEC), Institut für",institute,[],"['49.01389', '8.41951']",http://www.informatik.kit.edu/260.php
667,Elektrotechnisches Institut (ETI),institute,[],"['49.01078', '8.41282']",http://www.eti.kit.edu
668,"Photonenforschung und Synchrotronstrahlung (IPS), Institut für",institute,[],"['49.09599', '8.42888']",http://www.ips.kit.edu/index.php
670,"Technische Mechanik, Institut für",institute,[],"['49.00937', '8.41428']",http://www.itm.kit.edu
671,"Verkehrswesen (IfV), Institut für",institute,[],"['49.00958', '8.41548']",https://www.ifv.kit.edu/
672,"Technikfolgenabschätzung und Systemanalyse (ITAS), Institut für",institute,[],"['49.01119', '8.39534']",http://www.itas.kit.edu
673,"Fördertechnik und Logistiksysteme, Institut für",institute,[],"['49.01491', '8.42104']",http://www.ifl.kit.edu/
674,"Kolbenmaschinen, Institut für",institute,[],"['49.02186', '8.43111']",http://www.ifkm.kit.edu/
675,KITA nanos (Campus Nord),facility,[],"['49.09088', '8.43081']",
676,Pressestelle (STS),facility,[],"['49.01023', '8.41180']",https://www.kit.edu/kit/presseinformationen.php
677,Studienkolleg für ausländische Studierende (STK),facility,[],"['49.01031', '8.41878']",http://www.stk.kit.edu
678,Forschungsförderung (FOR) CS,facility,['for_cs'],"['49.00906', '8.41030']",http://www.for.kit.edu/
683,Forschungsförderung (FOR) CN,facility,['for_cn'],"['49.09304', '8.42786']",http://www.for.kit.edu/
