id,title,category,aliasList,positionList,url
189,10.82,building,[],"['49.01022', '8.41555']",
190,10.83,building,[],"['49.01065', '8.41518']",
191,70.11,building,[],"['49.02379', '8.43115']",
192,10.81,building,[],"['49.01027', '8.41561']",
193,11.30,building,"['adolf-würth-gebäude', 'senatssaal']","['49.01027', '8.41252']",
194,10.87,building,[],"['49.01009', '8.41686']",
195,10.84,building,[],"['49.01068', '8.41578']",
196,10.85,building,[],"['49.01065', '8.41646']",
197,40.25,building,[],"['49.01451', '8.41627']",
198,10.88,building,[],"['49.01031', '8.41638']",
199,10.89,building,[],"['49.01037', '8.41656']",
200,30.21,building,[],"['49.01239', '8.41158']",
201,30.41,building,[],"['49.01234', '8.41383']",
202,101,building,[],"['49.09095', '8.42673']",
203,103,building,[],"['49.09184', '8.42696']",
204,121,building,[],"['49.09200', '8.42816']",
205,122,building,[],"['49.09211', '8.42778']",
206,123,building,[],"['49.09233', '8.42800']",
207,124,building,[],"['49.09248', '8.42721']",
208,126,building,[],"['49.09272', '8.42677']",
209,131,building,[],"['49.09232', '8.42664']",
210,141,building,[],"['49.09297', '8.42784']",
211,142,building,[],"['49.09339', '8.42757']",
212,144,building,[],"['49.09368', '8.42773']",
213,151,building,[],"['49.09457', '8.42548']",
214,152,building,[],"['49.09402', '8.42629']",
215,210,building,[],"['49.09148', '8.42960']",
216,211,building,[],"['49.09105', '8.42943']",
217,212,building,[],"['49.09096', '8.42980']",
218,213,building,[],"['49.09082', '8.43092']",
219,220,building,[],"['49.09221', '8.43097']",
220,221,building,[],"['49.09200', '8.42897']",
221,222,building,[],"['49.09180', '8.42934']",
222,223,building,[],"['49.09191', '8.42966']",
223,224,building,[],"['49.09169', '8.43002']",
224,225,building,[],"['49.09194', '8.43033']",
225,226,building,[],"['49.09161', '8.43049']",
226,227,building,[],"['49.09178', '8.43090']",
227,228,building,[],"['49.09146', '8.43139']",
228,230,building,[],"['49.09285', '8.43058']",
229,231,building,[],"['49.09154', '8.43301']",
230,232,building,[],"['49.09112', '8.43287']",
231,234,building,[],"['49.09112', '8.43473']",
232,235,building,[],"['49.09317', '8.43264']",
233,237,building,[],"['49.09295', '8.43260']",
234,238,building,[],"['49.09338', '8.43117']",
235,239,building,[],"['49.09322', '8.43152']",
236,240,building,[],"['49.09341', '8.43050']",
237,241,building,[],"['49.09275', '8.43012']",
238,242,building,[],"['49.09253', '8.43087']",
239,243,building,[],"['49.09249', '8.43135']",
240,244,building,[],"['49.09280', '8.43137']",
241,245,building,[],"['49.09279', '8.43224']",
242,246,building,[],"['49.09200', '8.43170']",
243,247,building,[],"['49.09296', '8.43104']",
244,248,building,[],"['49.09287', '8.43164']",
245,249,building,[],"['49.09280', '8.43132']",
246,250,building,[],"['49.09217', '8.43178']",
247,251,building,[],"['49.09245', '8.43313']",
248,252,building,[],"['49.09193', '8.43407']",
249,253,building,[],"['49.09156', '8.43476']",
250,254,building,[],"['49.09161', '8.43514']",
251,255,building,[],"['49.09219', '8.43513']",
252,256,building,[],"['49.09200', '8.43320']",
253,257,building,[],"['49.09235', '8.43350']",
254,258,building,[],"['49.09205', '8.43578']",
255,259,building,[],"['49.09200', '8.43505']",
256,260,building,[],"['49.09241', '8.43435']",
257,261,building,[],"['49.09258', '8.43343']",
258,272,building,[],"['49.09271', '8.43541']",
259,273,building,[],"['49.09266', '8.43471']",
260,274,building,[],"['49.09261', '8.43509']",
261,276,building,[],"['49.09287', '8.43409']",
262,277,building,[],"['49.09252', '8.43572']",
263,278,building,[],"['49.09248', '8.43603']",
264,300,building,[],"['49.09425', '8.42918']",
265,301,building,[],"['49.09452', '8.42965']",
266,302,building,[],"['49.09467', '8.42911']",
267,303,building,[],"['49.09467', '8.42857']",
268,304,building,[],"['49.09482', '8.42743']",
269,305,building,[],"['49.09500', '8.42795']",
270,306,building,[],"['49.09501', '8.42721']",
271,307,building,[],"['49.09435', '8.42883']",
272,308,building,[],"['49.09468', '8.42935']",
273,309,building,[],"['49.09411', '8.42910']",
274,310,building,[],"['49.09466', '8.42887']",
275,311,building,[],"['49.09517', '8.42633']",
276,312,building,[],"['49.09467', '8.42700']",
277,313,building,[],"['49.09436', '8.42755']",
278,314,building,[],"['49.09479', '8.42934']",
279,315,building,[],"['49.09585', '8.42655']",
280,316,building,[],"['49.09475', '8.42656']",
281,317,building,[],"['49.09445', '8.42718']",
282,318,building,[],"['49.09481', '8.42923']",
283,320,building,[],"['49.09562', '8.42907']",
284,321,building,[],"['49.09514', '8.42984']",
285,322,building,[],"['49.09541', '8.42940']",
286,324,building,[],"['49.09593', '8.42827']",
287,326,building,[],"['49.09538', '8.42897']",
288,327,building,[],"['49.09576', '8.42928']",
289,328,building,[],"['49.09511', '8.42943']",
290,329,building,[],"['49.09598', '8.42891']",
291,330,building,[],"['49.09630', '8.42593']",
292,332,building,[],"['49.09616', '8.42633']",
293,333,building,[],"['49.09600', '8.42612']",
294,341,building,[],"['49.09673', '8.43008']",
295,343,building,[],"['49.09657', '8.42936']",
296,345,building,[],"['49.09624', '8.42980']",
297,348,building,[],"['49.09675', '8.42863']",
298,349,building,[],"['49.09694', '8.42919']",
299,351,building,[],"['49.09730', '8.42677']",
300,352,building,[],"['49.09704', '8.42750']",
301,353,building,[],"['49.09673', '8.42636']",
302,400,building,[],"['49.09290', '8.43620']",
303,401,building,[],"['49.09415', '8.43074']",
304,402,building,[],"['49.09439', '8.43120']",
305,403,building,[],"['49.09412', '8.43185']",
306,404,building,[],"['49.09377', '8.43215']",
307,405,building,[],"['49.09352', '8.43211']",
308,406,building,[],"['49.09403', '8.43307']",
309,407,building,[],"['49.09374', '8.43178']",
310,408,building,[],"['49.09394', '8.43248']",
311,409,building,[],"['49.09408', '8.43340']",
312,410,building,[],"['49.09364', '8.43377']",
313,411,building,[],"['49.09412', '8.43251']",
314,412,building,[],"['49.09288', '8.43591']",
315,413,building,[],"['49.09306', '8.43534']",
316,414,building,[],"['49.09348', '8.43479']",
317,415,building,[],"['49.09339', '8.43537']",
318,416,building,[],"['49.09327', '8.43397']",
319,417,building,[],"['49.09350', '8.43441']",
320,418,building,[],"['49.09388', '8.43420']",
321,419,building,[],"['49.09378', '8.43489']",
322,420,building,[],"['49.09359', '8.43577']",
323,421,building,[],"['49.09502', '8.43111']",
324,422,building,[],"['49.09490', '8.43163']",
325,423,building,[],"['49.09498', '8.43216']",
326,424,building,[],"['49.09477', '8.43271']",
327,425,building,[],"['49.09482', '8.43335']",
328,426,building,[],"['49.09517', '8.43325']",
329,427,building,[],"['49.09493', '8.43261']",
330,428,building,[],"['49.09528', '8.43230']",
331,429,building,[],"['49.09533', '8.43181']",
332,430,building,[],"['49.09375', '8.43128']",
333,432,building,[],"['49.09434', '8.43436']",
334,433,building,[],"['49.09462', '8.43414']",
335,434,building,[],"['49.09520', '8.43298']",
336,435,building,[],"['49.09391', '8.43650']",
337,436,building,[],"['49.09485', '8.43473']",
338,438,building,[],"['49.09457', '8.43518']",
339,439,building,[],"['49.09409', '8.43590']",
340,441,building,[],"['49.09590', '8.43195']",
341,442,building,[],"['49.09589', '8.43237']",
342,443,building,[],"['49.09505', '8.43385']",
343,444,building,[],"['49.09421', '8.43485']",
344,445,building,[],"['49.09575', '8.43372']",
345,446,building,[],"['49.09434', '8.43605']",
346,447,building,[],"['49.09502', '8.43385']",
347,448,building,[],"['49.09452', '8.43666']",
348,450,building,[],"['49.09521', '8.43489']",
349,451,building,[],"['49.09554', '8.43457']",
350,452,building,[],"['49.09534', '8.43568']",
351,453,building,[],"['49.09533', '8.43658']",
352,454,building,[],"['49.09511', '8.43628']",
353,456,building,[],"['49.09536', '8.43621']",
354,458,building,[],"['49.09517', '8.43674']",
355,459,building,[],"['49.09500', '8.43640']",
356,460,building,[],"['49.09582', '8.43599']",
357,461,building,[],"['49.09568', '8.43643']",
358,462,building,[],"['49.09582', '8.43635']",
359,464,building,[],"['49.09553', '8.43643']",
360,500,building,[],"['49.09820', '8.42690']",
361,510,building,[],"['49.09796', '8.42789']",
362,511,building,[],"['49.09769', '8.42716']",
363,512,building,[],"['49.09858', '8.42767']",
364,513,building,[],"['49.09889', '8.42735']",
365,514,building,[],"['49.09904', '8.42685']",
366,515,building,[],"['49.09864', '8.42673']",
367,516,building,[],"['49.09874', '8.42807']",
368,517,building,[],"['49.09833', '8.42662']",
369,518,building,[],"['49.09792', '8.42698']",
370,519,building,[],"['49.09772', '8.42894']",
371,521,building,[],"['49.09839', '8.43092']",
372,522,building,[],"['49.09873', '8.43113']",
373,523,building,[],"['49.09885', '8.43061']",
374,526,building,[],"['49.09779', '8.43037']",
375,527,building,[],"['49.09864', '8.43008']",
376,528,building,[],"['49.09837', '8.42898']",
377,532,building,[],"['49.09899', '8.42796']",
378,535,building,[],"['49.09947', '8.42821']",
379,536,building,[],"['49.09970', '8.42721']",
380,541,building,[],"['49.09932', '8.43138']",
381,542,building,[],"['49.09936', '8.43100']",
382,544,building,[],"['49.09986', '8.43156']",
383,545,building,[],"['49.09978', '8.43055']",
384,546,building,[],"['49.10014', '8.43101']",
385,547,building,[],"['49.10026', '8.43040']",
386,548,building,[],"['49.10065', '8.43067']",
387,549,building,[],"['49.09959', '8.43003']",
388,551,building,[],"['49.09972', '8.42927']",
389,553,building,[],"['49.10038', '8.42969']",
390,556,building,[],"['49.10088', '8.43074']",
391,559,building,[],"['49.10104', '8.42978']",
392,560,building,[],"['49.10098', '8.43025']",
393,561,building,[],"['49.10005', '8.42877']",
394,562,building,[],"['49.10081', '8.42957']",
395,563,building,[],"['49.10012', '8.42834']",
396,570,building,[],"['49.10042', '8.42868']",
397,571,building,[],"['49.10083', '8.42881']",
398,572,building,[],"['49.10052', '8.42835']",
399,573,building,[],"['49.10057', '8.42793']",
400,574,building,[],"['49.10087', '8.42806']",
401,575,building,[],"['49.10114', '8.42769']",
402,576,building,[],"['49.10021', '8.42934']",
403,577,building,[],"['49.10063', '8.42949']",
404,580,building,[],"['49.09953', '8.43034']",
405,581,building,[],"['49.09942', '8.43029']",
406,601,building,[],"['49.09684', '8.43233']",
407,602,building,[],"['49.09674', '8.43296']",
408,603,building,[],"['49.09685', '8.43333']",
409,604,building,[],"['49.09653', '8.43412']",
410,605,building,[],"['49.09716', '8.43201']",
411,606,building,[],"['49.09729', '8.43239']",
412,607,building,[],"['49.09718', '8.43305']",
413,608,building,[],"['49.09702', '8.43454']",
414,611,building,[],"['49.09838', '8.43287']",
415,614,building,[],"['49.09870', '8.43206']",
416,615,building,[],"['49.09859', '8.43319']",
417,618,building,[],"['49.09805', '8.43475']",
418,620,building,[],"['49.09706', '8.43674']",
419,622,building,[],"['49.09685', '8.43675']",
420,629,building,[],"['49.09719', '8.43553']",
421,630,building,[],"['49.09691', '8.43555']",
422,631,building,[],"['49.09646', '8.43629']",
423,633,building,[],"['49.09678', '8.43503']",
424,640,building,[],"['49.09787', '8.43300']",
425,648,building,[],"['49.10083', '8.43467']",
426,650,building,[],"['49.09833', '8.43515']",
427,660,building,[],"['49.09899', '8.43461']",
428,663,building,[],"['49.09892', '8.43519']",
429,670,building,[],"['49.09945', '8.43485']",
430,679,building,[],"['49.10070', '8.43372']",
431,681,building,[],"['49.10050', '8.43398']",
432,682,building,[],"['49.10022', '8.43385']",
433,686,building,[],"['49.10120', '8.43414']",
434,688,building,[],"['49.10080', '8.43652']",
435,689,building,[],"['49.10069', '8.43632']",
436,690,building,[],"['49.10011', '8.43600']",
437,691,building,[],"['49.10021', '8.43523']",
438,692,building,[],"['49.09967', '8.43563']",
439,693,building,[],"['49.10050', '8.43593']",
440,695,building,[],"['49.09993', '8.43350']",
441,696,building,[],"['49.09970', '8.43405']",
442,701,building,[],"['49.10091', '8.43171']",
443,702,building,[],"['49.10141', '8.43149']",
444,704,building,[],"['49.10151', '8.43181']",
445,705,building,[],"['49.10149', '8.43237']",
446,706,building,[],"['49.10156', '8.43203']",
447,707,building,[],"['49.10174', '8.43143']",
448,708,building,[],"['49.10097', '8.43265']",
449,712,building,[],"['49.10182', '8.42906']",
450,713,building,[],"['49.10128', '8.43000']",
451,714,building,[],"['49.10151', '8.42858']",
452,715,building,[],"['49.10211', '8.42885']",
453,716,building,[],"['49.10223', '8.42905']",
454,717,building,[],"['49.10170', '8.43084']",
455,718,building,[],"['49.10253', '8.42817']",
456,719,building,[],"['49.10121', '8.43084']",
457,721,building,[],"['49.10281', '8.43261']",
458,723,building,[],"['49.10269', '8.43175']",
459,724,building,[],"['49.10293', '8.43197']",
460,725,building,[],"['49.10298', '8.43322']",
461,726,building,[],"['49.10227', '8.43219']",
462,727,building,[],"['49.10222', '8.43292']",
463,729,building,[],"['49.10265', '8.43313']",
464,730,building,[],"['49.10253', '8.43335']",
465,732,building,[],"['49.10215', '8.43241']",
466,733,building,[],"['49.10325', '8.43217']",
467,736,building,[],"['49.10199', '8.43207']",
468,739,building,[],"['49.10336', '8.43076']",
469,740,building,[],"['49.10241', '8.43079']",
470,741,building,[],"['49.10343', '8.42945']",
471,742,building,[],"['49.10333', '8.42982']",
472,744,building,[],"['49.10307', '8.42952']",
473,745,building,[],"['49.10317', '8.42991']",
474,752,building,[],"['49.10402', '8.42868']",
475,754,building,[],"['49.10291', '8.42841']",
476,755,building,[],"['49.10281', '8.42889']",
477,757,building,[],"['49.10365', '8.42979']",
478,758,building,[],"['49.10286', '8.42983']",
479,760,building,[],"['49.10358', '8.42899']",
480,768,building,[],"['49.10355', '8.42996']",
481,769,building,[],"['49.10337', '8.43009']",
482,801,building,[],"['49.10251', '8.43543']",
483,802,building,[],"['49.10227', '8.43649']",
484,803,building,[],"['49.10288', '8.43598']",
485,804,building,[],"['49.10289', '8.43672']",
486,805,building,[],"['49.10335', '8.43573']",
487,806,building,[],"['49.10340', '8.43683']",
488,807,building,[],"['49.10416', '8.43618']",
489,808,building,[],"['49.10307', '8.43500']",
490,809,building,[],"['49.10394', '8.43490']",
491,901,building,[],"['49.10423', '8.43250']",
492,902,building,[],"['49.10427', '8.43210']",
493,903,building,[],"['49.10443', '8.43258']",
494,904,building,[],"['49.10456', '8.43254']",
495,905,building,[],"['49.10475', '8.43260']",
496,907,building,[],"['49.10483', '8.43132']",
497,908,building,[],"['49.10494', '8.43104']",
498,910,building,[],"['49.10520', '8.43311']",
499,911,building,[],"['49.10482', '8.43337']",
500,912,building,[],"['49.10470', '8.43335']",
501,913,building,[],"['49.10452', '8.43357']",
502,914,building,[],"['49.10442', '8.43315']",
503,915,building,[],"['49.10407', '8.43320']",
504,916,building,[],"['49.10402', '8.43287']",
505,917,building,[],"['49.10381', '8.43260']",
506,918,building,[],"['49.10373', '8.43298']",
507,920,building,[],"['49.10424', '8.43141']",
508,935,building,[],"['49.10416', '8.42909']",
509,937,building,[],"['49.10299', '8.43101']",
510,9607,building,[],"['49.09860', '8.42964']",
511,9608,building,[],"['49.09908', '8.42986']",
512,9611,building,[],"['49.09727', '8.43456']",
513,9612,building,[],"['49.09726', '8.43480']",
514,9627,building,[],"['49.09516', '8.43268']",
515,9637,building,[],"['49.09913', '8.42732']",
516,9642,building,[],"['49.09641', '8.42843']",
517,9644,building,[],"['49.09613', '8.42701']",
518,9645,building,[],"['49.09925', '8.42758']",
519,9652,building,[],"['49.09540', '8.43536']",
520,9653,building,[],"['49.09515', '8.43509']",
521,9657,building,[],"['49.09972', '8.42981']",
522,9670,building,[],"['49.10268', '8.42953']",
523,B524,building,[],"['49.09899', '8.42903']",
524,223/1,building,[],"['49.09210', '8.42962']",
525,919 A,building,[],"['49.10362', '8.43258']",
526,B568,building,[],"['49.10068', '8.42836']",
527,260/1,building,[],"['49.09245', '8.43414']",
528,B934,building,[],"['49.10375', '8.43120']",
529,B569,building,[],"['49.10062', '8.42849']",
530,B254,building,[],"['49.09188', '8.43565']",
531,B404,building,[],"['49.09404', '8.43218']",
532,B402,building,[],"['49.09410', '8.43129']",
533,9633 B,building,[],"['49.09333', '8.43613']",
534,441/1,building,[],"['49.09644', '8.43172']",
535,B131,building,[],"['49.09184', '8.42620']",
536,919 B,building,[],"['49.10356', '8.43302']",
537,B621,building,[],"['49.09701', '8.43633']",
538,9633 A,building,[],"['49.09320', '8.43592']",
539,B523,building,[],"['49.09903', '8.43074']",
540,B252,building,[],"['49.09181', '8.43317']",
541,406/2,building,[],"['49.09409', '8.43305']",
542,401 A,building,[],"['49.09430', '8.43075']",
543,"Technische Thermodynamik und Kältetechnik, Institut für",institute,[],"['49.01453', '8.41733']",
544,"Nanotechnologie (INT), Institut für",institute,[],"['49.09786', '8.43289']",http://www.int.kit.edu
545,"Prozessrechentechnik, Automation und Robotik (IPR), Institut für",institute,[],"['49.01389', '8.41951']",http://rob.ipr.kit.edu
546,"Kunst- und Baugeschichte (IKB), Institut",institute,[],"['49.01111', '8.41109']",http://www.arch.kit.edu/institute/ikb.php
548,"Bodenmechanik und Felsmechanik (IBF) , Institut für",institute,[],"['49.01407', '8.41570']",http://ibf.webarchiv.kit.edu
549,"Physikalische Chemie, Institut für",institute,[],"['49.01206', '8.41444']",http://www.ipc.kit.edu
550,Deutsch-Französisches Institut für Umweltforschung (DFIU),institute,[],"['49.02144', '8.36683']",http://www.dfiu.kit.edu
551,"Produktionstechnik (wbk), Institut für",institute,[],"['49.01493', '8.41964']",http://www.wbk.kit.edu
552,"Regelungs- und Steuerungssysteme, Institut für",institute,[],"['49.01103', '8.41217']",http://www.irs.kit.edu/
554,"Thermische Strömungsmaschinen, Institut für",institute,[],"['49.01253', '8.41661']",http://www.its.kit.edu
555,"Funktionelle Grenzflächen (IFG), Institut für",institute,[],"['49.09637', '8.42575']",http://www.ifg.kit.edu
556,"Experimentelle Teilchenphysik (ETP), Institut für",institute,[],"['49.01293', '8.41110']",http://www.etp.kit.edu/index.php
557,Institut für Biologische und Chemische Systeme (IBCS),institute,[],"['49.09496', '8.42757']",http://www.itg.kit.edu/
558,Engler-Bunte-Institut Bereich Verbrennungstechnik (EBI-VBT),institute,[],"['49.01400', '8.41489']",http://www.vbt.uni-karlsruhe.de
559,"Technische Thermodynamik, Institut für",institute,[],"['49.00990', '8.41322']",http://www.itt.kit.edu
560,"Biomedizinische Technik, Institut für",institute,[],"['49.01226', '8.41320']",http://www.ibt.kit.edu
561,"Fahrzeugsystemtechnik, Institut für",institute,[],"['49.02189', '8.42923']",http://www.fast.kit.edu
562,"Mikrostrukturtechnik (IMT), Institut für",institute,[],"['49.09449', '8.42954']",http://www.imt.kit.edu
563,Geophysikalisches Institut (GPI),institute,[],"['49.02109', '8.36599']",http://www.gpi.kit.edu
565,"Programmstrukturen und Datenorganisation (IPD), Institut für",institute,[],"['49.01389', '8.41951']",http://www.informatik.kit.edu/257.php
567,"Angewandte Informatik und Formale Beschreibungsverfahren (AIFB), Institut für",institute,[],"['49.00894', '8.40949']",http://www.aifb.kit.edu/web/Hauptseite
568,"Analysis, Institut für",institute,[],"['49.01125', '8.40903']",http://www.math.kit.edu/iana
569,"Wasser und Umwelt (IWU), Institut für",institute,[],"['49.01065', '8.41518']",https://www.iwu.kit.edu/
571,"Photonik und Quantenelektronik (IPQ), Institut für",institute,[],"['49.01288', '8.40949']",http://www.ipq.kit.edu
572,"Bio- und Lebensmitteltechnik, Institut für",institute,[],"['49.01415', '8.42662']",http://lvt.blt.kit.edu
574,"Mechanische Verfahrenstechnik und Mechanik (MVM), Institut für",institute,[],"['49.01413', '8.42077']",http://www.mvm.kit.edu
576,"Baustatik, Institut für",institute,[],"['49.00951', '8.41695']",http://www.ibs.kit.edu
577,"Anthropomatik und Robotik, Institut für",institute,[],"['49.01389', '8.41951']",http://www.informatik.kit.edu/1323.php
578,Geodätisches Institut (GIK),institute,[],"['49.01111', '8.41109']",http://www.gik.kit.edu
579,"Hochfrequenztechnik und Elektronik (IHE), Institut für",institute,[],"['49.01288', '8.40949']",http://www.ihe.kit.edu/
580,"Entwerfen, Kunst und Theorie (EKUT), Institut",institute,[],"['49.01111', '8.41109']",http://www.arch.kit.edu/institute/ekut.php
581,"Technikzukünfte - Philosophie, Institut für",institute,[],"['49.00948', '8.39325']",http://www.philosophie.kit.edu/
582,Karlsruhe Service Research Institute (KSRI),institute,[],"['49.00914', '8.40940']",http://www.ksri.kit.edu/
583,"Sport und Sportwissenschaft, Institut für",institute,[],"['49.01579', '8.41638']",http://www.sport.kit.edu/
584,"Theoretische Elektrotechnik und Systemoptimierung (ITE), Institut für",institute,[],"['49.01226', '8.41320']",http://www.ite.kit.edu/
585,"Angewandte Physik, Institut für (AP)",institute,[],"['49.01293', '8.41110']",http://www.aph.kit.edu
586,"Technik der Informationsverarbeitung (ITIV), Institut für",institute,[],"['49.01288', '8.40949']",http://www.itiv.kit.edu/
587,"Strömungsmechanik (ISTM), Institut für",institute,[],"['49.00937', '8.41428']",http://www.istm.kit.edu
588,"Technische Physik, Institut für",institute,[],"['49.09373', '8.43394']",http://www.itep.kit.edu
589,"Regionalwissenschaft (IfR) , Institut für",institute,[],"['49.00951', '8.41695']",http://www.ifr.kit.edu/
590,"Mikroverfahrenstechnik (IMVT) , Institut für",institute,[],"['49.09714', '8.43186']",http://www.imvt.kit.edu
591,"Straßen- und Eisenbahnwesen, Institut für",institute,[],"['49.01027', '8.41561']",http://www.ise.kit.edu/
592,"Technologie und Management im Baubetrieb (TMB) , Institut für",institute,[],"['49.01413', '8.42077']",http://www.tmb.kit.edu
593,"Biologische Grenzflächen (IBG), Institut für",institute,[],"['49.09685', '8.43205']",http://www.ibg.kit.edu
594,Joseph Gottlieb Kölreuter Institut für Pflanzenwissenschaften (JKIP),institute,[],"['49.01246', '8.41443']",https://www.jkip.kit.edu/
595,"Bio- und Lebensmitteltechnik, Bereich IV: Molekulare Aufarbeitung von Bioprodukten , Institut für",institute,[],"['49.01547', '8.42037']",http://mab.blt.kit.edu
596,"Theoretische Informatik (ITI), Institut für",institute,[],"['49.01389', '8.41951']",https://www.iti.kit.edu/
597,"Thermische Verfahrenstechnik, Institut für",institute,[],"['49.00990', '8.41322']",http://www.tvt.kit.edu/
598,"Customer Insights, Institute for ",institute,[],"['49.00514', '8.41155']",https://www.cin.kit.edu/
599,"Algebra und Geometrie, Institut für",institute,[],"['49.01104', '8.40909']",http://www.math.kit.edu/iag
600,"Entwerfen von Stadt und Landschaft (IESL), Institut",institute,[],"['49.00951', '8.41695']",http://www.arch.kit.edu/institute/iesl.php
601,"Finanzwirtschaft, Banken und Versicherungen (FBV), Institut für",institute,[],"['49.01298', '8.37536']",http://www.fbv.kit.edu/
604,Lichttechnisches Institut (LTI),institute,[],"['49.01171', '8.41303']",http://www.lti.kit.edu
605,"Berufspädagogik und Allgemeine Pädagogik (IBAP), Institut für",institute,[],"['49.02129', '8.36819']",http://www.ibap.kit.edu
606,"Engler-Bunte-Institut, Bereich I, Chemische Energieträger - Brennstofftechnologie (EBI-CEB)",institute,[],"['49.01400', '8.41489']",http://ceb.ebi.kit.edu
607,"Angewandte Biowissenschaften (IAB), Institut für",institute,[],"['49.01569', '8.41946']",http://www.iab.kit.edu/
609,"Technikzukünfte - Geschichte, Institut für",institute,[],"['49.00948', '8.39327']",http://www.geschichte.kit.edu/
610,"Astroteilchenphysik (IAP), Institut für",institute,[],"['49.09435', '8.43073']",http://www.iap.kit.edu
611,Telecooperation Office (TecO),institute,[],"['49.01304', '8.42419']",
612,"Automation und Angewandte Informatik (IAI), Institut für",institute,[],"['49.09589', '8.43363']",https://www.iai.kit.edu/index.php
613,"Informationsmanagement im Ingenieurwesen (IMI) , Institut für",institute,[],"['49.01242', '8.40811']",https://www.imi.kit.edu/
614,"Thermische Energietechnik und Sicherheit (ITES), Institut für",institute,[],"['49.09354', '8.43506']",http://www.iket.kit.edu
615,Interfakultatives Institut für Anwendungen der Informatik,institute,[],"['49.01293', '8.41110']",http://www.iiai.kit.edu/
616,"Nachrichtentechnik , Institut für",institute,[],"['49.02041', '8.36768']",https://www.cel.kit.edu
617,"Hochleistungsimpuls- und Mikrowellentechnik (IHM), Institut für",institute,[],"['49.09505', '8.43078']",http://www.ihm.kit.edu
618,Studium Generale. Forum Wissenschaft und Gesellschaft (FORUM),institute,['zak'],"['49.01141', '8.41870']",https://www.forum.kit.edu/index.php
619,"Versuchsanstalt für Stahl, Holz und Steine",institute,[],"['49.00986', '8.41629']",http://stahl.vaka.kit.edu
620,"Telematik (ITM), Institut für",institute,[],"['49.01213', '8.40812']",https://telematics.tm.kit.edu
621,"Technische Chemie (ITC), Institut für",institute,[],"['49.09414', '8.43161']",http://www.itc.kit.edu
622,"Katalyseforschung und -Technologie (IKFT), Institut für",institute,[],"['49.10259', '8.43291']",http://www.ikft.kit.edu/
623,"Volkswirtschaftslehre, Institut für",institute,[],"['49.00897', '8.41109']",http://www.econ.kit.edu/
625,"Mess- und Regelungstechnik MRT, Institut für",institute,[],"['49.01453', '8.41733']",http://www.mrt.kit.edu/
626,"Industrielle Informationstechnik, Institut für",institute,[],"['49.02179', '8.36620']",http://www.iiit.kit.edu
628,"Geographie und Geoökologie, Institut für",institute,[],"['49.00951', '8.41695']",http://www.ifgg.kit.edu/
629,Physikalisches Institut (PI),institute,[],"['49.01293', '8.41110']",http://www.phi.kit.edu
630,"Angewandte Geowissenschaften, Institut für",institute,[],"['49.01547', '8.42037']",http://www.agw.kit.edu
632,"Engler-Bunte-Institut, Bereich Wasserchemie",institute,[],"['49.01400', '8.41489']",https://wasserchemie.ebi.kit.edu
633,"Mikro- und Nanoelektronische Systeme (IMS), Institut für",institute,[],"['49.02129', '8.36819']",http://www.ims.kit.edu
637,"Angewandte und Numerische Mathematik, Institut für",institute,[],"['49.01104', '8.40903']",http://www.math.kit.edu/ianm
638,"Mechanik, Institut für",institute,[],"['49.00958', '8.41548']",http://www.ifm.kit.edu
639,Zentrum für Angewandte Rechtswissenschaft (ZAR),institute,[],"['49.01386', '8.42415']",http://www.zar.kit.edu/
640,"Massivbau und Baustofftechnologie, Institut für",institute,[],"['49.01413', '8.42077']",http://www.imb.kit.edu
641,"Neutronenphysik und Reaktortechnik, Institut für",institute,[],"['49.09846', '8.43076']",http://www.inr.kit.edu
642,"Organische Chemie, Institut für",institute,[],"['49.01296', '8.41423']",http://www.ioc.kit.edu/
643,"Angewandte Thermofluidik (IATF), Institut für",institute,[],"['49.01386', '8.42415']",https://www.iatf.kit.edu/
644,"Nukleare Entsorgung (INE), Institut für",institute,[],"['49.10143', '8.42875']",http://www.ine.kit.edu
645,"Theoretische Teilchenphysik (TTP), Institut für",institute,[],"['49.01293', '8.41110']",http://www.ttp.kit.edu/
646,"Theoretische Informatik, Arbeitsgruppe Kryptographie und Sicherheit (IKS), Institut für",institute,[],"['49.01389', '8.41951']",http://crypto.iti.kit.edu/?id=iti-crypto&L=0
647,Institut für Arbeitswissenschaft und Betriebsorganisation (ifab),institute,[],"['49.01468', '8.41574']",http://www.ifab.kit.edu/
648,"Theoretische Physik (TP), Institut für",institute,[],"['49.01293', '8.42907']",https://www.itp.kit.edu/index.de.shtml
649,"Festkörperphysik, Institut für",institute,[],"['49.09462', '8.43306']",http://www.ifp.kit.edu/
650,Zoologisches Institut,institute,[],"['49.01237', '8.41451']",http://www.zoo.kit.edu
651,"Chemische Verfahrenstechnik (CVT), Institut für",institute,[],"['49.01187', '8.41442']",
652,"Stochastik, Institut für",institute,[],"['49.01105', '8.40903']",http://www.math.kit.edu/stoch/de
653,"Prozessdatenverarbeitung und Elektronik (IPE), Institut für",institute,[],"['49.09237', '8.43075']",http://www.ipe.kit.edu/
654,"Photogrammetrie und Fernerkundung (IPF), Institut für",institute,[],"['49.01111', '8.41109']",http://www.ipf.kit.edu/
655,"Elektroenergiesysteme und Hochspannungstechnik , Institut für",institute,[],"['49.01193', '8.41234']",http://www.ieh.kit.edu/
