id,identifikator,kategorie,koordinaten,webseite,funktion,name,adresse,postleitzahl,stadtviertel,oeffnungszeiten,rollstuhlgerechtigkeit,rollstuhlbeschreibung,old_identifikator,fakten
1,Egon-Eiermann-Hörsaal,Hörsaal,"['49.01097', '8.41095']",,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Egon-Eiermann-Hörsaal (20.40),
2,Sport-Hörsaal,Hörsaal,"['49.01580', '8.41636']",,,,Engler-Bunte-Ring 15,76131.0,Innenstadt-Ost,,yes,,Sport-Hörsaal (40.40),
3,Hochspannungstechnik-Hörsaal,Hörsaal,"['49.01197', '8.41272']",,,Hochspannungstechnik,Engesserstraße 11b,76131.0,Innenstadt-Ost,,,,Hochspannungstechnik-Hörsaal (30.35),
4,Johann-Gottfried-Tulla-Hörsaal,Hörsaal,"['49.01023', '8.41187']",,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,Johann-Gottfried-Tulla-Hörsaal (11.40),
5,Hörsaal am Fasanengarten,Hörsaal,"['49.01472', '8.42042']",,,Hörsaal am Fasanengarten,Gotthard-Franz-Straße 7,76131.0,Oststadt,,yes,,Hörsaal am Fasanengarten (50.35),
6,Otto-Lehmann-Hörsaal,Hörsaal,"['49.01242', '8.41073']",,Bibliothek,Fachbibliothek Physik,Engesserstraße,76131.0,Innenstadt-Ost,Mo-Fr 09:00-19:00; Sa 09:00-12:30,yes,,Otto-Lehmann-Hörsaal (30.22),
7,Friedrich-Engesser-Hörsaal,Hörsaal,"['49.01014', '8.41554']",,,Altes Bauingenieurgebäude,Otto-Ammann-Platz 1,76131.0,Innenstadt-Ost,,,,Friedrich-Engesser-Hörsaal (10.81),
9,Kleiner Hörsaal Elektrotechnik,Hörsaal,"['49.01065', '8.41281']",,,Elektrotechnisches Institut,Engelbert-Arnold-Straße 5,76131.0,Innenstadt-Ost,,no,,Kleiner Hörsaal Elektrotechnik (11.10),
10,Lichttechnik-Hörsaal,Hörsaal,"['49.01212', '8.41304']",,,Institutsgebäude Lichttechnik,Engesserstraße 13,76131.0,Innenstadt-Ost,,,,Lichttechnik-Hörsaal (30.34),
11,Großer Hörsaal Bauingenieure,Hörsaal,"['49.00962', '8.41700']",,Auditorium,Bauingenieure - Großer Hörsaal,Ernst-Gaber-Straße,76131.0,Innenstadt-Ost,,,,Großer Hörsaal Bauingenieure (10.50),
12,Carl-Benz-Hörsaal,Hörsaal,"['49.00946', '8.41343']",,,,Wilhelm-Nusselt-Weg 2,76131.0,Innenstadt-Ost,,yes,,Carl-Benz-Hörsaal (10.21),
13,Franz-Grashof-Hörsaal,Hörsaal,"['49.00994', '8.41329']",,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,Franz-Grashof-Hörsaal (10.91),
14,Architektur-Hörsaal 9,Hörsaal,"['49.01097', '8.41095']",,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Architektur-Hörsaal 9 (20.40),
15,Engelbert-Arnold-Hörsaal,Hörsaal,"['49.01064', '8.41281']",,,Elektrotechnisches Institut,Engelbert-Arnold-Straße 5,76131.0,Innenstadt-Ost,,no,,Engelbert-Arnold-Hörsaal (11.10),
16,Ferdinand-Redtenbacher-Hörsaal,Hörsaal,"['49.00992', '8.41283']",,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,Ferdinand-Redtenbacher-Hörsaal (10.91),
17,Nachrichtentechnik-Hörsaal,Hörsaal,"['49.01271', '8.40944']",,,Institutsgebäude Nachrichtentechnik,Engesserstraße 5,76131.0,Innenstadt-Ost,,,,Nachrichtentechnik-Hörsaal (30.10),
19,Messtechnik-Hörsaal,Hörsaal,"['49.01231', '8.41322']",,Auditorium,MTI-Hörsaal,Fritz-Haber-Weg,76131.0,Innenstadt-Ost,,,,Messtechnik-Hörsaal (30.33),
20,Christian-Gerthsen-Hörsaal,Hörsaal,"['49.01243', '8.41157']",,Auditorium,Gerthsen-Hörsaal,Wolfgang-Gaede-Straße,76131.0,Innenstadt-Ost,,,,Christian-Gerthsen-Hörsaal (30.21),
21,Gottlieb-Daimler-Hörsaal,Hörsaal,"['49.00946', '8.41343']",,,,Wilhelm-Nusselt-Weg 2,76131.0,Innenstadt-Ost,,yes,,Gottlieb-Daimler-Hörsaal (10.21),
22,Audimax,Hörsaal,"['49.01271', '8.41573']",,,Hörsaalgebäude am Forum - Audimax,Straße am Forum 1,76131.0,Innenstadt-Ost,,yes,,Audimax (30.95),
24,Wolfgang-Gaede-Hörsaal,Hörsaal,"['49.01256', '8.41039']",,,Physik-Flachbau,Engesserstraße 7,76131.0,Innenstadt-Ost,,,,Wolfgang-Gaede-Hörsaal (30.22),
25,Physik-Hörsaal Nr. 3,Hörsaal,"['49.01242', '8.41071']",,Bibliothek,Fachbibliothek Physik,Engesserstraße,76131.0,Innenstadt-Ost,Mo-Fr 09:00-19:00; Sa 09:00-12:30,yes,,Physik-Hörsaal Nr. 3 (30.22),
26,Heinrich-Hertz-Hörsaal,Hörsaal,"['49.00948', '8.41292']",,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Heinrich-Hertz-Hörsaal (10.11),
28,Chemie-Hörsaal I,Hörsaal,"['49.01260', '8.41385']",,,Chemie-Flachbau,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Chemie-Hörsaal I (30.41),
29,Rudolf-Criegee-Hörsaal,Hörsaal,"['49.01260', '8.41385']",,,Chemie-Flachbau,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Rudolf-Criegee-Hörsaal (30.41),
30,Rudolf-Plank-Hörsaal,Hörsaal,"['49.01457', '8.41734']",,,,Engler-Bunte-Ring 21,76131.0,Innenstadt-Ost,,,,Rudolf-Plank-Hörsaal (40.32),
31,10.21,,"['49.00945', '8.41346']",,,,Wilhelm-Nusselt-Weg 2,76131.0,Innenstadt-Ost,,yes,,10.21,
32,10.23,,"['49.00937', '8.41428']",,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,10.23,
33,40.27,,"['49.01437', '8.41573']",,,Laborhalle Boden- und Felsmechanik,Engler-Bunte-Ring 2,76131.0,Innenstadt-Ost,,,,40.27,
34,30.43,,"['49.01237', '8.41451']",,,Chemie-Turm I,Fritz-Haber-Weg 4,76131.0,Innenstadt-Ost,,,,30.43,
35,40.18,,"['49.01550', '8.41484']",,,,Engler-Bunte-Ring 11c,76131.0,Innenstadt-Ost,,,,40.18,
36,40.19,,"['49.01448', '8.41445']",,,,Engler-Bunte-Ring 5,76131.0,Innenstadt-Ost,,,,40.19,
37,20.54,,"['49.01195', '8.40923']",,Ärzte,Medizinische Dienste Campus Süd,Neuer Zirkel 1,76131.0,Innenstadt-Ost,"Mo-Fr 7:30-9:30, 12:00-14:00, 18:00-21:00; Sa,Su,PH off",,,20.54,
38,20.52,,"['49.01224', '8.40929']",,,Winkelwohnblock E6,Engesserstraße 6,76131.0,Innenstadt-Ost,,,,20.52,
39,20.53,,"['49.01217', '8.40900']",,,Winkelwohnblock E4,Engesserstraße 4,76131.0,Innenstadt-Ost,,,,20.53,
40,20.50,,"['49.01240', '8.40874']",,,Winkelwohnblock E2,Engesserstraße 2,76131.0,Innenstadt-Ost,,,,20.50,
41,20.51,,"['49.01230', '8.40904']",,Küche,,Engesserstraße 105,76131.0,Innenstadt-Ost,,,,20.51,
42,40.11,,"['49.01400', '8.41489']",,,Engler-Bunte-Institut (EBI),Engler-Bunte-Ring 1a,76131.0,Innenstadt-Ost,,,,40.11,
43,40.12,,"['49.01436', '8.41486']",,,,Engler-Bunte-Ring 3,76131.0,Innenstadt-Ost,,,,40.12,
44,40.13,,"['49.01471', '8.41518']",,,,Engler-Bunte-Ring 7,76131.0,Innenstadt-Ost,,,,40.13,
45,40.14,,"['49.01478', '8.41453']",,,,Engler-Bunte-Ring 9,76131.0,Innenstadt-Ost,,,,40.14,
46,30.12,,"['49.01312', '8.40918']",,,Institutsgebäude Nachrichtentechnik,Engesserstraße 5,76131.0,Innenstadt-Ost,,,,30.12,
47,30.11,,"['49.01310', '8.40976']",,Garage,,Engesserstraße 5b,76131.0,Innenstadt-Ost,,,,30.11,
48,30.10,,"['49.01288', '8.40949']",,,,Engesserstraße 5,76131.0,Innenstadt-Ost,,,,30.10,
49,08.03,,"['49.00761', '8.40435']",,Sprachschule,Sprachenzentrum,Karl-Friedrich-Straße 17,76133.0,Innenstadt-Ost,,,,08.03,
50,30.96,,"['49.01300', '8.41598']",,,,Straße am Forum 3,76131.0,Innenstadt-Ost,,,,30.96,
51,30.95,,"['49.01268', '8.41569']",,,Hörsaalgebäude am Forum - Audimax,Straße am Forum 1,76131.0,Innenstadt-Ost,,yes,,30.95,
52,30.93,,"['49.01273', '8.41333']",,,,Fritz-Haber-Weg 5,76131.0,Innenstadt-Ost,,,,30.93,
53,30.29,,"['49.01192', '8.41168']",,,Center für Innovation & Entrepreneurship,Engesserstraße 9,76131.0,Innenstadt-Ost,,,,30.29,
54,30.91,,"['49.01328', '8.41374']",,,Franz-Schnabel-Haus,Fritz-Haber-Weg 7,76131.0,Innenstadt-Ost,,,,30.91,
55,30.90,,"['49.01328', '8.41426']",,,,Fritz-Haber-Weg 8,76131.0,Innenstadt-Ost,,,,30.90,
56,40.21,,"['49.01407', '8.41570']",,,,Engler-Bunte-Ring 14,76131.0,Innenstadt-Ost,,,,40.21,
57,11.40,,"['49.01017', '8.41184']",,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,11.40,
58,10.95,,"['49.01006', '8.41419']",,,,Engelbert-Arnold-Straße 12,76131.0,Innenstadt-Ost,,,,10.95,
59,10.94,,"['49.01029', '8.41380']",,,Laborhalle Institut für Thermische Verfahrenstechnik,Engelbert-Arnold-Straße 10,76131.0,Innenstadt-Ost,,limited,,10.94,
60,01.52,,"['49.01307', '8.40839']",,,Gastdozentenhaus Heinrich Hertz,Engesserstraße 3,76131.0,Innenstadt-Ost,,,,01.52,
61,01.51,,"['49.01320', '8.40771']",,Verwaltung,Vermögen und Bau Baden-Württemberg - Amt Karlsruhe,Engesserstraße 1,76131.0,Innenstadt-Ost,,,,01.51,
62,10.50,,"['49.00951', '8.41695']",,,Bauingenieurshochhaus,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,yes,,10.50,
63,06.46,,"['49.02042', '8.36752']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.46,
64,30.80,,"['49.01327', '8.41485']",,Kunstwerk,Big Mutter,Richard-Willstätter-Allee,76131.0,Innenstadt-Ost,,,,30.80,
65,30.81,,"['49.01109', '8.41467']",,Stadion,Altes Stadion,Engesserstraße 17,76131.0,Innenstadt-Ost,,no,,30.81,
66,30.82,,"['49.01112', '8.41530']",,Foodsharing,Fairteiler am KIT,Engesserstraße 17,76131.0,Innenstadt-Ost,24/7,,,30.82,
67,50.38,,"['49.01491', '8.42104']",,Kunstwerk,,Gotthard-Franz-Straße 8,76131.0,Oststadt,,,,50.38,
68,40.23,,"['49.01416', '8.41626']",,,Institutsgebäude Boden- und Felsmechanik,Engler-Bunte-Ring 14,76131.0,Innenstadt-Ost,,,,40.23,
69,50.10,,"['49.01286', '8.41928']",,,,Am Fasanengarten 2,76131.0,Oststadt,,,,50.10,
70,50.12,,"['49.01289', '8.41956']",,,,Am Fasanengarten 2,76131.0,Oststadt,,,,50.12,
71,40.22,,"['49.01405', '8.41610']",,,Institutsgebäude Boden- und Felsmechanik,Engler-Bunte-Ring 14,76131.0,Innenstadt-Ost,,,,40.22,
72,40.16,,"['49.01530', '8.41501']",,,,Engler-Bunte-Ring 11,76131.0,Innenstadt-Ost,,,,40.16,
73,20.12,,"['49.01257', '8.40664']",,,,Schlossbezirk 12,76131.0,Innenstadt-Ost,,limited,,20.12,
74,10.40,,"['49.00924', '8.41664']",,,Botanisches Institut,Kaiserstraße 2,76131.0,Innenstadt-Ost,,,,10.40,
76,30.79,,"['49.01330', '8.41711']",,,RoofKIT,,76131.0,,,,,30.79,
77,05.20,,"['49.00900', '8.40958']",,Parkplatz,Parkgarage Kaiserstraße (KIT),Fritz-Erler-Straße 6,76133.0,Innenstadt-Ost,"Mo-Su,PH 00:00-24:00 open; Mo-Su,PH 02:00-06:00 closed ""nur Ausfahrt möglich""",,,05.20,
78,30.70,,"['49.01300', '8.41709']",,,Institutsgebäude MVM,Straße am Forum 8,76131.0,Innenstadt-Ost,,,,30.70,
79,40.15,,"['49.01508', '8.41500']",,,,Engler-Bunte-Ring 11a,76131.0,Innenstadt-Ost,,,,40.15,
80,10.62,,"['49.01055', '8.41748']",,Garage,,Ernst-Gaber-Straße 1a,76131.0,Innenstadt-Ost,,,,10.62,
81,40.17,,"['49.01546', '8.41451']",,,,Engler-Bunte-Ring 11b,76131.0,Innenstadt-Ost,,,,40.17,
82,30.46,,"['49.01168', '8.41384']",,,Chemie-Turm III,Engesserstraße 15,76131.0,Innenstadt-Ost,,,,30.46,
83,50.24,,"['49.01009', '8.41938']",,Kindergarten,,Karl-Wilhelm-Straße 1,76131.0,Oststadt,,,,50.24,
84,40.24,,"['49.01428', '8.41624']",,,,Engler-Bunte-Ring 14,76131.0,Innenstadt-Ost,,,,40.24,
85,02.95,,"['49.01066', '8.40254']",,,International Department,Schlossplatz 19,76131.0,Innenstadt-West,,,,02.95,
86,40.26,,"['49.01450', '8.41598']",,,Laborhalle Boden- und Felsmechanik,Engler-Bunte-Ring 2,76131.0,Innenstadt-Ost,,,,40.26,
87,20.14,,"['49.01196', '8.40750']",,,,Schlossbezirk 14,76131.0,Innenstadt-Ost,,limited,,20.14,
88,40.43,,"['49.01653', '8.41585']",,Sportzentrum,Sparda Sportpark,"Sparda Sportpark, Hagsfelder Allee",76131.0,Innenstadt-Ost,,,,40.43,
89,40.41,,"['49.01795', '8.41420']",,Sportzentrum,Sparda Sportpark,"Sparda Sportpark, Hagsfelder Allee",76131.0,Innenstadt-Ost,,,,40.41,
90,40.40,,"['49.01579', '8.41638']",,,,Engler-Bunte-Ring 15,76131.0,Innenstadt-Ost,,yes,,40.40,
91,30.60,,"['49.01233', '8.41669']",,,,Straße am Forum 6,76131.0,Innenstadt-Ost,,,,30.60,
92,30.61,,"['49.01229', '8.41729']",,,,Straße am Forum 6,76131.0,Innenstadt-Ost,,,,30.61,
93,10.70,,"['49.00986', '8.41629']",,Denkmal,Ernst Gaber,Otto-Ammann-Platz 7,76131.0,Innenstadt-Ost,,,,10.70,
94,50.33,,"['49.01459', '8.42128']",,,,Gotthard-Franz-Straße 10,76131.0,Oststadt,,,,50.33,
95,50.32,,"['49.01395', '8.42157']",,,"Bauingenieure, Prüfhalle",Gotthard-Franz-Straße 2,76131.0,Oststadt,,,,50.32,
96,50.31,,"['49.01413', '8.42077']",,,Kollegiengebäude Bauingenieurwesen III,Gotthard-Franz-Straße 3,76131.0,Oststadt,,yes,Aufzug vorhanden,50.31,
97,50.36,,"['49.01493', '8.41964']",,,wbk Institut für Produktionstechnik,Gotthard-Franz-Straße 5,76131.0,Oststadt,,,,50.36,
98,50.35,,"['49.01469', '8.42042']",,,Hörsaal am Fasanengarten,Gotthard-Franz-Straße 7,76131.0,Oststadt,,yes,,50.35,
99,50.34,,"['49.01389', '8.41951']",,,Infobau,Am Fasanengarten 5,76131.0,Oststadt,"Mo-Fr 07:00-22:30; Sa 07:00-15:00; Su,PH off",yes,,50.34,
100,06.31,,"['49.02243', '8.36692']",,Regierung,Bildungs- und Wissenschaftszentrum der Bundesfinanzverwaltung - Dienstsitz Karlsruhe,Hertzstraße 16,76187.0,Nordweststadt,,yes,,06.31,
101,06.32,,"['49.02208', '8.36703']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.32,
102,06.33,,"['49.02144', '8.36683']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.33,
103,06.34,,"['49.02103', '8.36681']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.34,
104,06.35,,"['49.02179', '8.36620']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.35,
105,06.36,,"['49.02109', '8.36599']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.36,
106,06.38,,"['49.02180', '8.36824']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.38,
107,11.10,,"['49.01078', '8.41282']",,,Elektrotechnisches Institut,Engelbert-Arnold-Straße 5,76131.0,Innenstadt-Ost,,no,,11.10,
108,11.11,,"['49.01105', '8.41261']",,Garage,,Engelbert-Arnold-Straße 5a,76131.0,Innenstadt-Ost,,,,11.11,
109,07.07,,"['49.01313', '8.42424']",,Büro,Hightech Center,Vincenz-Prießnitz-Straße 1,76131.0,Oststadt,,yes,Aufzug vorhanden,07.07,
111,10.64,,"['49.00993', '8.41741']",,,,Ernst-Gaber-Straße 3,76131.0,Innenstadt-Ost,,,,10.64,
112,20.13,,"['49.01227', '8.40707']",,,,Schlossbezirk 13,76131.0,Innenstadt-Ost,,limited,,20.13,
113,20.11,,"['49.01296', '8.40643']",,,,Schlossbezirk 11,76131.0,Innenstadt-Ost,,limited,,20.11,
114,10.61,,"['49.01016', '8.41743']",,,,Ernst-Gaber-Straße 3,76131.0,Innenstadt-Ost,,,,10.61,
115,07.08,,"['49.01367', '8.42420']",,Büro,,Vincenz-Prießnitz-Straße 3,76131.0,Oststadt,,,,07.08,
116,10.63,,"['49.01048', '8.41707']",,,Windkanalhalle,Ernst-Gaber-Straße 1,76131.0,Innenstadt-Ost,,,,10.63,
117,40.29,,"['49.01468', '8.41574']",,,,Engler-Bunte-Ring 4,76131.0,Innenstadt-Ost,,,,40.29,
118,50.25,,"['49.00995', '8.41917']",,Denkmal,Dr. Franz Lust,Karl-Wilhelm-Straße,76131.0,Oststadt,,,,50.25,
119,50.20,,"['49.01025', '8.41890']",,,,Adenauerring 2,76131.0,Oststadt,,,,50.20,"Hier befindet sich der Lehrstuhl KI für Sprachtechnologien (AI4LT), das von Jan Niehus geleitet wird. Sai Koneru arbeitet an diesem Institut und betreut ein cooles Praxismodul, bei dem Chatbots mit Audiofunktion gebaut werden."
120,50.21,,"['49.01087', '8.41900']",,,,Adenauerring 4,76131.0,Oststadt,,,,50.21,
121,50.22,,"['49.01082', '8.41959']",,Wohnheim,Kolleg am Ring,Adenauerring 6,76131.0,Oststadt,,no,,50.22,
122,50.23,,"['49.01007', '8.41969']",,Kindergarten,,Karl-Wilhelm-Straße 1,76131.0,Oststadt,,,,50.23,
123,30.51,,"['49.01099', '8.41697']",,Bibliothek,KIT-Bibliothek,Straße am Forum 2,76131.0,Innenstadt-Ost,24/7,yes,Fahrstuhl vorhanden,30.51,
124,30.50,,"['49.01134', '8.41642']",,Toiletten,,Straße am Forum 015,76131.0,Innenstadt-Ost,,yes,,30.50,
125,05.01,,"['49.00904', '8.40535']",,,Schwarzer Kater,Kreuzstraße,76133.0,Innenstadt-Ost,"Mo-Th 11:30-01:00, Fr,Sa 11:30-03:00",limited,,05.01,
126,70.26,,"['49.02274', '8.43366']",,,,Rintheimer Querallee 2,76131.0,Rintheim,,,,70.26,
127,20.21,,"['49.01210', '8.40808']",,,Kollegiengebäude am Zirkel,Zirkel 2,76131.0,Innenstadt-Ost,,,,20.21,
128,20.20,,"['49.01251', '8.40796']",,,Kollegiengebäude am Zirkel,Zirkel 2,76131.0,Innenstadt-Ost,,,,20.20,
129,11.23,,"['49.01074', '8.41339']",,,Institut für Technische Chemie und Polymerchemie,Engesserstraße 18,76131.0,Innenstadt-Ost,,,,11.23,
130,11.22,,"['49.01059', '8.41404']",,,Hauptabteilung V - Gebäude und Technik,Engelbert-Arnold-Straße 7,76131.0,Innenstadt-Ost,,yes,,11.22,
131,11.21,,"['49.01079', '8.41405']",,,Institut für Technische Chemie und Polymerchemie,Engesserstraße 20,76131.0,Innenstadt-Ost,,,,11.21,
132,11.20,,"['49.01103', '8.41217']",,,Englervilla,Wilhelm-Jordan-Weg 1,76131.0,Innenstadt-Ost,,no,,11.20,
133,06.45,,"['49.02033', '8.36771']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.45,
134,30.45,,"['49.01169', '8.41382']",,,Chemie-Turm III,Engesserstraße 15,76131.0,Innenstadt-Ost,,,,30.45,
135,06.47,,"['49.02025', '8.36731']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.47,
136,07.30,,"['49.01414', '8.42578']",,Forschungsinstitut,Max Rubner-Institut,Haid-und-Neu-Straße 9,76131.0,Oststadt,,,,07.30,
137,06.41,,"['49.02129', '8.36819']",,,,Hertzstraße 16,76187.0,Nordweststadt,,,,06.41,
138,06.40,,"['49.02165', '8.36765']",,,,Hertzstraße 16,76187.0,Nordweststadt,,,,06.40,
139,30.42,,"['49.01296', '8.41423']",,,Organische Chemie,Fritz-Haber-Weg 6,76131.0,Innenstadt-Ost,,,,30.42,
140,06.42,,"['49.02056', '8.36729']",,,,Hertzstraße 16,76187.0,Nordweststadt,,,,06.42,
141,10.11,,"['49.00933', '8.41223']",,,Hauptgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,Mo-Fr 06:45-18:20,,,10.11,
142,40.28,,"['49.01509', '8.41592']",,,Prozessrechentechnik und Robotik,Engler-Bunte-Ring 8,76131.0,Innenstadt-Ost,,yes,,40.28,
143,10.12,,"['49.00960', '8.41179']",,,Studierendenservice,Englerstraße 13,76131.0,Innenstadt-Ost,,,,10.12,
144,40.32,,"['49.01453', '8.41733']",,,"Tech.Thermodyn.u.Kältetechn./ Mess-u.Regelungstechn., Institutsgeb.",Engler-Bunte-Ring 21,76131.0,Innenstadt-Ost,,,,40.32,
145,40.31,,"['49.01405', '8.41722']",,,"Technische Thermodynamik und Kältetechnik, Versuchshalle",Engler-Bunte-Ring 21,76131.0,Innenstadt-Ost,,,,40.31,
146,20.30,,"['49.01114', '8.40930']",,,Kollegiengebäude Mathematik,Englerstraße 2,76131.0,Innenstadt-Ost,,,,20.30,
147,30.31,,"['49.01242', '8.41319']",,Auditorium,MTI-Hörsaal,Fritz-Haber-Weg,76131.0,Innenstadt-Ost,,,,30.31,
148,40.33,,"['49.01495', '8.41716']",,,"Mess- u. Regelungstechnik, Maschinenlaboratorium",Engler-Bunte-Ring 21,76131.0,Innenstadt-Ost,,,,40.33,
149,30.33,,"['49.01226', '8.41320']",,Auditorium,MTI-Hörsaal,Fritz-Haber-Weg,76131.0,Innenstadt-Ost,,,,30.33,
150,30.32,,"['49.01239', '8.41271']",,,,Leonhard-Sohncke-Weg 4,76131.0,Innenstadt-Ost,,,,30.32,
151,30.35,,"['49.01198', '8.41267']",,,Hochspannungstechnik,Engesserstraße 11b,76131.0,Innenstadt-Ost,,,,30.35,
152,30.34,,"['49.01171', '8.41303']",,,Institutsgebäude Lichttechnik,Engesserstraße 13,76131.0,Innenstadt-Ost,,,,30.34,
153,30.36,,"['49.01193', '8.41234']",,,,Engesserstraße 11a,76131.0,Innenstadt-Ost,,,,30.36,
154,07.21,,"['49.01272', '8.42534']",,Forschung,KIT-CDNC Chair of Dependable Nano Computing,Haid-und-Neu-Straße 7,76131.0,Oststadt,,,,07.21,
155,70.13,,"['49.02333', '8.43157']",,Wohnen,,Alt-Rintheim,76131.0,Rintheim,,,,70.13,
156,50.40,,"['49.01547', '8.42037']",,,Forschungszentrum Umwelt,Adenauerring 20b,76131.0,Oststadt,"Mo-Fr 07:00-18:00; Sa,Su,PH off",,,50.40,
157,50.41,,"['49.01569', '8.41946']",,,,Adenauerring 20a,76131.0,Oststadt,,,,50.41,
158,70.12,,"['49.02429', '8.43218']",,,,Büchiger Allee,76131.0,Waldstadt,,,,70.12,
159,01.96,,"['49.00890', '8.41130']",,Apartments,,Waldhornstraße 27,76131.0,Innenstadt-Ost,,,,01.96,
160,01.94,,"['49.00814', '8.40898']",,Apartments,,Kronenstraße 32,76133.0,Innenstadt-Ost,,,,01.94,
161,01.93,,"['49.00843', '8.40875']",,Apartments,,Kronenstraße 28,76133.0,Innenstadt-Ost,,,,01.93,
162,01.92,,"['49.00845', '8.40891']",,Apartments,,Kronenstraße 28,76133.0,Innenstadt-Ost,,,,01.92,
164,10.91,,"['49.00990', '8.41322']",,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,10.91,
165,10.93,,"['49.01033', '8.41342']",,,,Engelbert-Arnold-Straße 8,76131.0,Innenstadt-Ost,,,,10.93,
166,10.92,,"['49.01033', '8.41301']",,,,Engelbert-Arnold-Straße 6,76131.0,Innenstadt-Ost,,,,10.92,
167,01.13,,"['49.01192', '8.41690']",,Restaurant,Mensa am Adenauerring,Adenauerring 7,76131.0,Innenstadt-Ost,"Mo-Fr 11:00-14:00, 14:00-14:30 open ""Spätausgabe an Linie 1""; Sa,Su,PH off",yes,,01.13,
168,01.12,,"['49.01153', '8.41739']",,Cafe,Cafeteria,Adenauerring 7,76131.0,Innenstadt-Ost,Mo-Fr 07:30-17:30,yes,,01.12,
169,10.96,,"['49.00983', '8.41417']",,,,Rudolf-Plank-Straße 1,76131.0,Innenstadt-Ost,,,,10.96,
170,10.86,,"['49.01011', '8.41636']",,,,Otto-Ammann-Platz 5,76131.0,Innenstadt-Ost,,,,10.86,
171,70.22,,"['49.02390', '8.43246']",,Parkplatz,,Büchiger Allee,76131.0,Waldstadt,,,,70.22,
172,70.16,,"['49.02186', '8.43111']",,,,Rintheimer Querallee 2,76131.0,Rintheim,,,,70.16,
173,10.34,,"['49.00921', '8.41600']",,,,Kaiserstraße 4,76131.0,Innenstadt-Ost,,,,10.34,
174,10.33,,"['49.00937', '8.41602']",,,,Kaiserstraße 4a,76131.0,Innenstadt-Ost,,,,10.33,
175,10.32,,"['49.00923', '8.41502']",,,,Kaiserstraße 8,76131.0,Innenstadt-Ost,,,,10.32,
176,10.31,,"['49.00920', '8.41372']",,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,10.31,
177,10.30,,"['49.00958', '8.41548']",,,,Otto-Ammann-Platz 9,76131.0,Innenstadt-Ost,,,,10.30,
178,70.14,,"['49.02393', '8.43245']",,Parkplatz,,Büchiger Allee,76131.0,Waldstadt,,,,70.14,
179,30.22,,"['49.01257', '8.41068']",,Bibliothek,Fachbibliothek Physik,Engesserstraße,76131.0,Innenstadt-Ost,Mo-Fr 09:00-19:00; Sa 09:00-12:30,yes,,30.22,
180,30.23,,"['49.01293', '8.41110']",,,Physik-Hochhaus,Wolfgang-Gaede-Straße 1,76131.0,Innenstadt-Ost,,limited,,30.23,
181,06.60,,"['49.02355', '8.36775']",,,Westhochschule,Hertzstraße 16,76187.0,Nordweststadt,,,,06.60,
182,20.44,,"['49.01111', '8.41109']",,Auditorium,Fritz Haller,Englerstraße,76131.0,Innenstadt-Ost,,,,20.44,
183,30.24,,"['49.01318', '8.41076']",,,Physik-Werkstattgebäude,Wolfgang-Gaede-Straße 3,76131.0,Innenstadt-Ost,,no,,30.24,
184,30.25,,"['49.01288', '8.41168']",,,,Wolfgang-Gaede-Straße 1a,76131.0,Innenstadt-Ost,,,,30.25,
185,40.04,,"['49.01519', '8.41450']",,,,Engler-Bunte-Ring 9a,76131.0,Innenstadt-Ost,,,,40.04,
